lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,purchaser_type,preapproval,loan_amount,combined_loan_to_value_ratio,loan_term,intro_rate_period,other_nonamortizing_features,property_value,total_units,income,debt_to_income_ratio,applicant_credit_score_type,applicant_age,applicant_age_above_62,initially_payable_to_institution,aus_1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,derived_race_ethnicity_combination,gender,modified_debt_to_income_ratio,loan_approved
549300EFCZM6KD6B8K69,35084,NJ,34037,34037374900,C,3,2,205000,85,360,0,2,245000,1,91,30%-<36%,1,25-34,No,2,2,4675,21.16,100700,92,1496,1741,52,Non-Hispanic Black,Female,33,TRUE
549300PL8ER6H23P0Z91,99999,GA,13055,13055010600,C,71,2,235000,80,360,0,2,295000,1,42,45,7,55-64,No,1,1,2516,13.12,48900,99,706,1075,39,Non-Hispanic White,Male,45,TRUE
549300FGXN1K3HLB1R50,99999,NE,31047,31047968500,C,1,2,145000,96.67,360,0,2,155000,1,70,40,2,25-34,No,1,1,5257,66.29,68000,89,959,1619,55,Non-Hispanic White,Male,40,TRUE
549300FGXN1K3HLB1R50,17460,OH,39093,39093097400,NC,9,1,545000,80,360,0,2,675000,1,180,36,1,35-44,No,1,6,10760,7.65,70700,185,3378,3739,20,Non-Hispanic White,Male,36,TRUE
54930034MNPILHP25H80,99999,OK,40119,40119010700,C,1,2,65000,80,360,0,2,75000,1,30,20%-<30%,3,35-44,No,1,1,3405,17.15,54500,53,409,1330,60,Non-Hispanic White,Female,25,TRUE
5493002Y5XYV7DV1ZV88,26420,TX,48339,48339692001,C,71,2,155000,71.96,360,0,2,215000,1,72,40,7,35-44,No,1,1,31493,28.24,75600,137,7909,9840,11,Non-Hispanic White,Female,40,TRUE
549300FGXN1K3HLB1R50,45300,FL,12101,12101031505,C,0,2,55000,97,360,0,2,55000,1,29,44,3,55-64,No,3,2,5837,13.98,63900,93,1412,2331,31,Non-Hispanic White,Female,44,FALSE
549300FGXN1K3HLB1R50,19804,MI,26163,26163597000,C,0,2,235000,99.33,360,0,2,245000,1,126,30%-<36%,1,25-34,No,3,1,4566,6.42,55500,136,1380,1747,40,Non-Hispanic White,Female,33,FALSE
549300FGXN1K3HLB1R50,12420,TX,48491,48491020107,C,0,2,215000,89.5,360,0,2,245000,1,90,50%-60%,2,65-74,Yes,3,1,5396,4.11,86000,99,2887,3271,15,Non-Hispanic White,Female,55,FALSE
6BYL5QZYBDK8S7L73M02,46700,CA,6095,6095250604,NC,0,2,485000,90,360,0,2,535000,1,113,41,3,55-64,Yes,2,5,3651,66.31,83700,134,1095,1299,27,Non-Hispanic White,Male,41,TRUE
6BYL5QZYBDK8S7L73M02,34980,TN,47149,47149040101,C,0,2,255000,98.12,360,0,2,265000,1,45,41,1,25-34,No,1,6,3532,42.55,73200,81,710,1073,17,Non-Hispanic White,Male,41,FALSE
254900GHOV7VQ9CSKN31,23900,PA,42001,42001030400,C,6,2,195000,80,360,0,2,245000,1,118,30%-<36%,1,55-64,Yes,1,2,5796,7.47,74900,108,1828,2541,39,Non-Hispanic White,Male,33,TRUE
549300SK3VKN3E1SZ562,12060,GA,13223,13223120104,C,0,1,325000,95,360,0,2,345000,1,209,30%-<36%,1,35-44,No,1,1,2367,8.32,74400,103,759,922,15,Non-Hispanic White,Female,33,TRUE
549300NL3JN3ABDPH257,99999,MN,27131,27131070200,C,1,2,125000,80,360,0,2,155000,1,56,40,7,<25,No,1,2,5255,3.31,69500,149,1818,2172,29,Non-Hispanic White,Male,40,TRUE
549300BOLK89ZL7BNX85,39340,UT,49049,49049010109,C,1,2,315000,95,360,0,2,335000,1,55,41,1,25-34,No,1,1,8362,13.47,74700,109,1486,1695,10,Non-Hispanic White,Male,41,TRUE
549300ZUZB0H1M5M3I66,36100,FL,12083,12083002001,C,0,2,85000,125.46,360,0,2,65000,1,181,30%-<36%,3,25-34,No,1,1,2772,28.72,53400,78,514,1037,53,Non-Hispanic White,Male,33,FALSE
549300FGXN1K3HLB1R50,36084,CA,6013,6013303202,C,3,2,565000,84.99,360,0,2,665000,1,206,49,2,45-54,No,1,1,7144,40.94,104400,111,1733,2284,18,Non-Hispanic White,Male,49,TRUE
549300DPWFIO1S3DF358,10420,OH,39153,39153507203,NC,0,2,495000,100,360,0,2,495000,1,384,30%-<36%,3,35-44,No,1,2,4650,22.77,73200,137,1374,1689,52,Non-Hispanic Black,Female,33,TRUE
549300FGXN1K3HLB1R50,99999,PA,42015,42015951100,C,3,2,115000,97,360,0,2,125000,1,37,46,3,<25,No,1,2,2789,3.84,60500,124,894,1365,58,Non-Hispanic White,Male,46,TRUE
6BYL5QZYBDK8S7L73M02,16300,IA,19113,19113000206,C,3,2,135000,80,360,0,2,165000,1,53,49,2,35-44,No,1,2,7803,11.3,80800,156,2714,2797,17,Non-Hispanic White,Male,49,TRUE
5493006RIR31ORKYB608,42100,CA,6087,6087121402,C,0,2,335000,40.36145,360,0,2,835000,1,153,45,1,25-34,No,1,1,4505,45.11,81400,77,845,1521,37,Non-Hispanic White,Male,45,TRUE
54930043BMDE130FJ617,19740,CO,8005,8005007106,C,1,2,335000,80,360,0,2,425000,1,80,38,1,25-34,No,1,1,5103,30.18,89900,136,1494,1584,0,Non-Hispanic White,Male,38,TRUE
5493005ICQ3QGEIWV618,35614,NY,36087,36087010801,C,6,2,415000,69.59,360,0,2,595000,1,109,46,2,35-44,No,1,1,4488,18.11,78000,225,1397,1478,43,Non-Hispanic Black,Female,46,TRUE
5493008VVXQIDO1EZ460,16740,NC,37119,37119005520,C,0,2,325000,95,360,0,2,345000,1,164,48,1,45-54,No,3,1,4524,76.86,71300,148,1026,1500,13,Non-Hispanic Black,Female,48,FALSE
6BYL5QZYBDK8S7L73M02,41884,CA,6075,6075025200,NC,0,2,1485000,80,360,0,2,1855000,1,312,36,3,35-44,No,1,6,5948,47.71,116400,123,1351,2157,76,Non-Hispanic White,Male,36,TRUE
20TVKH7M13MUBGE80C53,47664,MI,26125,26125167800,C,9,2,205000,63.694,180,0,2,315000,1,244,20%-<30%,9,55-64,No,1,1,4544,33.63,83200,129,961,1160,28,Non-Hispanic White,Male,25,TRUE
E57ODZWZ7FF32TWEFA76,28140,MO,29095,29095014203,C,0,2,135000,100,360,0,2,135000,1,38,37,9,35-44,No,1,5,3999,11.65,79900,168,1438,1544,14,Non-Hispanic Black,Female,37,TRUE
549300ZUZB0H1M5M3I66,49180,NC,37067,37067003904,C,1,2,255000,95,360,0,2,265000,1,206,20%-<30%,1,25-34,No,1,1,6451,39.03,62000,123,1665,2295,27,Non-Hispanic White,Male,25,TRUE
5493006P0JVBBAHVXV08,33340,WI,55131,55131400102,C,1,1,35000,80,360,0,2,45000,1,24,38,2,<25,No,1,1,3743,2,77300,109,1331,1398,39,Non-Hispanic White,Female,38,TRUE
549300KBWX4NV5Q1E376,19660,FL,12127,12127090500,C,6,2,265000,95,360,0,2,275000,1,108,20%-<30%,3,25-34,No,1,2,1913,20.23,55700,58,245,767,56,Non-Hispanic White,Male,25,TRUE
549300HWKC3HG76QHU70,42340,GA,13051,13051011109,C,6,2,245000,90,360,0,2,275000,1,600,20%-<30%,3,35-44,No,1,1,6819,13.29,65200,140,2096,2500,32,Non-Hispanic White,Male,25,TRUE
ZF85QS7OXKPBG52R7N18,99999,WI,55141,55141011000,C,1,2,155000,97,360,0,2,155000,1,60,30%-<36%,7,35-44,No,1,1,5457,12.66,67800,83,1418,2243,49,Non-Hispanic White,Male,33,TRUE
5493001SSNVCONGBH947,40420,IL,17201,17201004200,C,1,2,175000,80,360,0,2,215000,1,89,47,3,65-74,Yes,1,1,6370,10.28,66200,143,1931,2319,36,Non-Hispanic White,Male,47,TRUE
549300QVQQMJ9IWR0G78,24660,NC,37081,37081016408,C,0,2,95000,80,180,0,2,155000,1,75,20%-<30%,1,25-34,No,1,1,1902,18.4,59800,202,721,781,32,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,24660,NC,37081,37081016408,C,3,2,335000,85,360,0,2,385000,1,126,20%-<30%,1,35-44,No,1,1,1902,18.4,59800,202,721,781,32,Non-Hispanic White,Male,25,TRUE
549300DD4R4SYK5RAQ92,30860,UT,49005,49005001201,C,1,2,255000,95,360,0,2,275000,1,80,20%-<30%,3,65-74,Yes,1,1,5067,8.33,64600,143,1324,1495,29,Non-Hispanic White,Male,25,TRUE
B94HV8SXGDD3J5XESU08,40420,IL,17201,17201003706,C,9,2,105000,100,360,0,2,115000,1,39,43,2,<25,No,1,1,6439,35.19,66200,106,2202,2470,36,Non-Hispanic White,Male,43,TRUE
549300NNL9H573MWO110,99999,UT,49007,49007000500,C,6,2,195000,57.353,360,0,2,345000,1,101,30%-<36%,3,55-64,No,1,1,3980,15.05,71100,111,1298,2311,44,Non-Hispanic White,Male,33,TRUE
6BYL5QZYBDK8S7L73M02,34980,TN,47037,47037019118,C,0,2,225000,80,360,0,2,355000,1,50,50%-60%,1,45-54,No,1,2,5352,66.76,73200,76,517,657,31,Non-Hispanic White,Male,55,FALSE
549300SG27D8H0896J72,36740,FL,12095,12095016100,C,0,2,105000,75,360,120,2,135000,1,147,<20%,9,45-54,No,2,6,4190,18.16,62900,235,1325,1720,50,Non-Hispanic White,Male,15,TRUE
549300X3PFQJ32XJSB27,45300,FL,12103,12103025501,C,3,2,225000,80,180,0,2,285000,1,156,<20%,3,45-54,No,1,2,4065,10.26,63900,127,1363,1697,51,Non-Hispanic White,Male,15,TRUE
6BYL5QZYBDK8S7L73M02,28140,MO,29095,29095013608,C,1,2,425000,84.15,360,0,2,505000,1,94,45,1,25-34,No,1,2,5910,10.68,79900,113,1326,2219,32,Non-Hispanic White,Male,45,TRUE
549300TWPFOYZ33TOU32,10540,OR,41043,41043020100,C,71,2,325000,95,360,0,2,345000,1,95,43,3,45-54,No,1,1,9955,23.91,59700,126,2585,3662,26,Non-Hispanic White,Female,43,TRUE
549300HW662MN1WU8550,19124,TX,48085,48085031804,C,3,2,325000,95,360,0,2,345000,1,80,30%-<36%,2,55-64,No,1,2,4048,33.3,77200,129,666,702,26,Non-Hispanic White,Male,33,TRUE
ZF85QS7OXKPBG52R7N18,27500,WI,55105,55105001202,C,1,2,215000,79.508,360,0,2,265000,1,75,20%-<30%,2,45-54,No,1,1,5699,8.81,66900,163,1706,1953,28,Non-Hispanic White,Female,25,TRUE
549300GKFNPRWNS0GF29,41700,TX,48029,48029181724,C,1,2,285000,97,360,0,2,295000,1,115,41,9,25-34,No,1,1,5691,57.62,67400,170,1311,1585,12,Non-Hispanic White,Male,41,TRUE
6BYL5QZYBDK8S7L73M02,38060,AZ,4013,4013216807,C,1,2,445000,80,360,0,2,555000,1,146,42,2,35-44,No,2,1,4937,5.91,69100,165,2013,2300,31,Non-Hispanic White,Male,42,TRUE
549300CY7WNAHKHYSJ73,22140,NM,35045,35045000401,C,1,2,125000,90,360,0,2,145000,1,91,<20%,1,25-34,No,1,1,5487,45.64,60100,129,1493,1993,42,Non-Hispanic White,Male,15,TRUE
54930067KY3OO1D8HC58,46140,OK,40111,40111000600,C,72,2,105000,80,360,0,2,135000,1,50,20%-<30%,1,25-34,No,1,1,6803,24.36,65800,87,2100,3009,26,Non-Hispanic White,Male,25,TRUE
549300PC4MFWQBNVKG88,38060,AZ,4013,4013421501,C,6,2,155000,60,360,0,2,265000,1,33,48,2,45-54,No,1,2,3750,71.39,69100,58,260,872,48,Non-Hispanic White,Female,48,TRUE
549300DT53TVM4JSTM24,32820,TN,47157,47157021744,C,0,2,145000,97,360,0,2,165000,1,64,43,2,45-54,No,1,1,6125,89.62,63400,118,1636,2143,30,Non-Hispanic Black,Female,43,FALSE
5493004P4H8ZQPCUJ047,99999,MI,26063,26063950200,C,1,2,85000,80,360,0,2,115000,1,50,20%-<30%,1,25-34,No,1,1,2214,4.02,58700,96,888,1623,44,Non-Hispanic White,Female,25,TRUE
549300DD4R4SYK5RAQ92,16700,SC,45019,45019004902,NC,6,2,545000,75,360,0,2,725000,1,222,20%-<30%,3,45-54,No,1,1,2262,6.45,74500,167,939,2196,27,Non-Hispanic White,Male,25,TRUE
5493004P4H8ZQPCUJ047,19380,OH,39113,39113021602,C,3,2,165000,90,360,0,2,185000,1,90,30%-<36%,9,35-44,No,1,2,3457,4.05,65700,128,1169,1332,49,Non-Hispanic White,Male,33,TRUE
5493000BR75YQF0VQC27,12060,GA,13135,13135050430,C,71,2,225000,68.75,360,0,2,325000,1,86,30%-<36%,3,35-44,No,1,1,5454,46.86,74400,114,1399,1763,36,Non-Hispanic White,Male,33,TRUE
549300CY7WNAHKHYSJ73,26420,TX,48339,48339694000,C,1,2,265000,80,360,0,2,325000,1,138,20%-<30%,2,55-64,Yes,1,1,10197,35.12,75600,81,2733,3630,24,Non-Hispanic White,Male,25,TRUE
549300FNXYY540N23N64,20524,NY,36079,36079011300,C,6,2,305000,90,360,0,2,335000,1,137,30%-<36%,3,25-34,No,1,1,4170,11.89,97400,119,1210,1311,47,Non-Hispanic White,Female,33,TRUE
5493000XBNMBCC02KC17,19124,TX,48113,48113010803,C,8,2,285000,80,180,0,2,365000,1,205,38,2,55-64,No,1,1,6767,81.9,77200,78,1713,2356,48,Non-Hispanic White,Male,38,TRUE
549300FVJ3IB88LTR841,13740,MT,30111,30111001401,C,71,2,175000,64.16,360,0,2,275000,1,117,43,9,45-54,No,1,1,11083,6.19,71000,108,3267,4040,21,Non-Hispanic White,Male,43,TRUE
5493005DKMV1IHIM8E20,37964,PA,42045,42045402300,C,0,2,145000,95,360,0,2,155000,1,55,50%-60%,7,45-54,No,1,1,3408,98.53,61700,84,445,743,58,Non-Hispanic Black,Male,55,FALSE
IWRZQFYIRJ0IMURZBB68,31540,WI,55025,55025010901,NC,9,1,545000,89.917,360,0,2,605000,1,200,20%-<30%,1,45-54,No,1,2,5972,22.59,88600,152,1226,1463,14,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,35614,NY,36119,36119011902,C,3,2,525000,90,360,0,2,585000,1,147,47,1,25-34,No,1,1,4463,27.31,78000,162,1172,1499,58,Non-Hispanic White,Male,47,TRUE
549300CY7WNAHKHYSJ73,22140,NM,35045,35045000201,C,1,2,315000,95,360,0,2,335000,1,95,36,1,25-34,No,1,1,4700,26.19,60100,170,1444,1727,21,Non-Hispanic White,Male,36,TRUE
SS1TRMSN6BRNMOREEV51,26420,TX,48157,48157670700,C,1,2,255000,95,360,0,2,265000,1,163,42,1,45-54,No,2,1,4596,90.51,75600,147,1299,1525,17,Non-Hispanic White,Female,42,TRUE
6BYL5QZYBDK8S7L73M02,46700,CA,6095,6095252202,C,3,2,395000,95,360,0,2,415000,1,91,30%-<36%,1,25-34,No,1,2,10502,64.29,83700,134,2601,3145,19,Non-Hispanic White,Male,33,TRUE
5493008R64K2UUN2NP30,99999,TX,48001,48001950100,C,0,2,95000,80,360,0,2,115000,1,24,>60%,1,25-34,No,1,1,4782,19.85,56500,116,1478,2282,30,Non-Hispanic White,Male,65,FALSE
549300GRGZDEH4ZGQS06,36740,FL,12117,12117021403,C,6,2,115000,80,360,0,2,145000,1,21,48,2,25-34,No,1,1,7933,22.01,62900,184,2250,2951,21,Non-Hispanic White,Male,48,TRUE
549300FGXN1K3HLB1R50,47894,VA,51187,51187020100,C,3,2,235000,97,360,0,2,245000,1,100,20%-<30%,1,35-44,No,1,2,8781,6.42,114900,87,2848,3589,22,Non-Hispanic White,Female,25,TRUE
254900DTLB5WWMBJAD86,99999,WI,55055,55055101702,C,71,2,235000,79.89,360,0,2,295000,1,75,39,3,<25,No,1,1,4786,5.85,67800,147,1407,1663,31,Non-Hispanic White,Male,39,TRUE
549300FNXYY540N23N64,25540,CT,9003,9003468101,C,3,2,225000,80,360,0,2,305000,1,68,46,1,35-44,No,1,2,7098,9.34,96700,144,2461,2870,32,Non-Hispanic White,Male,46,TRUE
549300CEHN5CVC6INV48,19380,OH,39109,39109315100,C,3,2,95000,95,180,0,2,105000,1,61,30%-<36%,1,55-64,No,1,2,5814,12.18,65700,70,1376,2538,76,Non-Hispanic White,Male,33,TRUE
3Y4U8VZURTYWI1W2K376,27900,MO,29145,29145020502,NC,0,2,675000,100,360,0,2,675000,1,493,30%-<36%,2,35-44,No,1,2,5507,11.09,56700,113,1437,2372,35,Non-Hispanic White,Female,33,TRUE
549300QSOO0QJ7R1VQ66,26900,IN,18081,18081610100,C,6,2,205000,95,360,0,2,225000,1,70,49,2,25-34,No,1,1,15110,22.91,75100,88,3677,4555,14,Non-Hispanic Black,Male,49,TRUE
549300FGXN1K3HLB1R50,45104,WA,53053,53053071705,C,0,2,325000,96.5,360,0,2,335000,1,70,46,2,25-34,No,3,2,3821,45.43,74600,62,689,1346,39,Non-Hispanic White,Male,46,FALSE
6BYL5QZYBDK8S7L73M02,45780,OH,39095,39095004504,C,1,2,145000,95,360,0,2,155000,1,50,20%-<30%,2,35-44,No,2,1,3536,12.25,67200,127,1256,1527,64,Non-Hispanic White,Male,25,TRUE
COINQMNIM6RBU631DD85,28140,MO,29047,29047021205,C,3,2,265000,95,360,0,2,275000,1,102,46,3,35-44,No,1,1,7253,19.04,79900,137,1869,2230,15,Non-Hispanic Black,Male,46,TRUE
549300KIOYNU323LVJ37,99999,UT,49051,49051960400,C,3,2,455000,94.77,360,0,2,475000,1,162,42,1,35-44,No,1,2,5589,6.28,71100,127,1474,3106,18,Non-Hispanic White,Male,42,TRUE
549300FVJ3IB88LTR841,99999,MT,30031,30031000101,C,6,2,205000,62.56,360,0,2,325000,1,56,39,9,<25,No,1,1,4982,4.01,66700,125,1663,1971,18,Non-Hispanic White,Male,39,TRUE
54930080F7BZFCWNV450,38300,PA,42125,42125746302,C,9,2,455000,84.573,360,0,2,535000,1,115,50%-60%,2,35-44,No,2,1,6113,6.94,75500,199,1738,1888,18,Non-Hispanic White,Male,55,TRUE
54930041L7ZI432VT094,26900,IN,18057,18057110806,C,6,1,235000,95,360,0,2,255000,1,65,49,3,25-34,No,1,1,13541,23.84,75100,132,3948,4407,12,Non-Hispanic White,Male,49,TRUE
549300CY7WNAHKHYSJ73,42644,WA,53033,53033010800,C,3,2,405000,75,360,0,2,535000,1,105,30%-<36%,1,25-34,No,1,2,4670,52.29,103400,91,1067,1661,46,Non-Hispanic White,Female,33,TRUE
549300VZVN841I2ILS84,14454,MA,25021,25021413200,C,6,2,255000,95,360,0,2,265000,1,65,46,2,25-34,No,1,1,5988,7.72,99300,109,1518,1918,52,Non-Hispanic White,Male,46,TRUE
549300WKFR15017V9850,40140,CA,6065,6065043304,C,1,2,335000,80,360,0,2,425000,1,135,30%-<36%,8,55-64,No,1,1,7336,28.01,65800,108,2227,2842,31,Non-Hispanic White,Male,33,TRUE
549300CEHN5CVC6INV48,16740,NC,37119,37119002004,C,0,2,455000,75.13,360,0,2,595000,1,-34,<20%,3,35-44,No,1,1,4899,36.44,71300,109,1015,1312,44,Non-Hispanic White,Male,15,FALSE
7DMUJTL9FFTVIAG9H788,17860,MO,29019,29019001400,C,0,2,175000,90,360,120,2,215000,1,91,38,3,35-44,No,1,1,12157,24.33,76400,93,3233,4652,19,Non-Hispanic White,Male,38,TRUE
549300VZVN841I2ILS84,16974,IL,17043,17043846209,C,6,2,305000,80,360,0,2,385000,1,385,20%-<30%,2,45-54,No,1,1,3857,14.52,82400,161,1058,1177,43,Non-Hispanic White,Male,25,TRUE
549300DD4R4SYK5RAQ92,49180,NC,37067,37067003308,C,1,2,105000,75,360,0,2,135000,1,54,41,3,65-74,Yes,1,1,7431,20.66,62000,123,2640,3042,20,Non-Hispanic White,Female,41,TRUE
5493004LTLRA7Y5L3696,16580,IL,17019,17019010500,C,0,2,55000,73.53,180,60,2,75000,1,116,<20%,1,45-54,No,1,6,4511,1.49,79800,107,1547,1755,42,Non-Hispanic White,Male,15,TRUE
254900GHOV7VQ9CSKN31,41700,TX,48029,48029150100,C,71,2,325000,80,360,0,2,415000,1,166,20%-<30%,1,45-54,No,1,2,5253,94.86,67400,51,964,1728,67,Non-Hispanic White,Male,25,TRUE
5493001PXRJMPLXPG540,14260,ID,16001,16001001400,C,0,1,225000,80,360,62,2,275000,1,83,39,1,25-34,No,1,1,4938,23.67,69600,52,878,2005,43,Non-Hispanic White,Male,39,TRUE
ZF85QS7OXKPBG52R7N18,29404,IL,17097,17097864517,C,0,2,265000,80,360,60,2,335000,1,50,41,1,55-64,No,2,1,3352,22.61,96500,163,1089,1237,24,Non-Hispanic White,Female,41,TRUE
549300HW662MN1WU8550,14860,CT,9001,9001042800,C,1,2,365000,97,360,0,2,385000,1,81,46,1,25-34,No,1,1,5017,24.76,111200,110,1437,1627,60,Non-Hispanic White,Female,46,TRUE
54930001NSTOD85LT125,41180,MO,29189,29189214700,C,3,2,145000,80,360,0,2,185000,1,60,41,1,25-34,No,1,1,6687,38.27,76600,54,1373,2905,62,Non-Hispanic White,Female,41,TRUE
2549002OCMCJIOOONI88,99999,IA,19091,19091970400,C,0,2,115000,72.17,360,60,2,165000,1,77,<20%,2,45-54,No,1,6,2785,6.93,67800,93,791,1123,45,Non-Hispanic White,Female,15,TRUE
549300032FNX4IOT2T93,99999,IL,17075,17075950700,C,9,2,345000,89,360,0,2,395000,1,143,38,9,45-54,No,2,1,2648,4.57,63900,133,1007,1450,54,Non-Hispanic White,Male,38,TRUE
549300KM40FP4MSQU941,36500,WA,53067,53067012222,C,1,2,295000,97,360,0,2,305000,1,94,43,3,25-34,No,1,1,8045,25.2,77700,122,2639,3241,14,Non-Hispanic White,Female,43,TRUE
549300FGXN1K3HLB1R50,32820,TN,47157,47157021430,C,0,2,85000,49.44,180,0,2,165000,1,37,30%-<36%,1,35-44,No,3,1,3963,7.77,63400,206,1400,1622,38,Non-Hispanic White,Male,33,FALSE
549300KBWX4NV5Q1E376,40060,VA,51087,51087200129,C,0,2,535000,95,360,0,2,835000,1,411,30%-<36%,3,35-44,No,1,1,13613,37.9,83200,194,2905,3646,11,Non-Hispanic White,Male,33,FALSE
549300NWBS6MQJX15N44,16974,IL,17031,17031760803,C,1,2,125000,97,360,0,2,125000,1,35,39,1,45-54,No,2,1,6632,31.79,82400,75,1323,690,43,Non-Hispanic White,Female,39,TRUE
54930057D962HC4SF615,38060,AZ,4013,4013980600,C,6,2,285000,89.774,360,0,2,315000,1,55,39,1,25-34,No,1,1,176,44.32,69100,0,40,40,19,Non-Hispanic White,Male,39,TRUE
549300HW662MN1WU8550,48424,FL,12099,12099005915,C,3,2,305000,95,360,0,2,325000,1,360,49,2,35-44,No,1,2,5124,30.91,74300,81,2002,1954,29,Non-Hispanic White,Male,49,TRUE
E57ODZWZ7FF32TWEFA76,40420,IL,17007,17007010602,C,8,1,205000,88.89,360,0,2,225000,1,100,20%-<30%,1,35-44,No,1,5,12080,22.86,66200,114,3297,3782,18,Non-Hispanic White,Male,25,TRUE
5493008VVXQIDO1EZ460,40900,CA,6061,6061021003,C,6,2,515000,80,360,0,2,645000,1,117,42,3,35-44,No,1,1,6080,28.88,80400,107,1407,2090,36,Non-Hispanic White,Male,42,TRUE
549300DD4R4SYK5RAQ92,99999,OH,39167,39167020200,C,1,2,165000,85,360,0,2,185000,1,71,20%-<30%,1,25-34,No,1,1,6829,0.53,61400,103,2216,2775,36,Non-Hispanic White,Female,25,TRUE
549300GRGZDEH4ZGQS06,99999,WI,55127,55127000302,C,6,2,215000,80,360,0,2,275000,1,60,47,3,55-64,No,1,1,6495,7.96,67800,130,2109,3315,33,Non-Hispanic White,Male,47,TRUE
549300YB1H2FRI6JPM51,28020,MI,26077,26077002101,C,1,2,105000,58.94,360,0,2,175000,1,51,20%-<30%,3,55-64,No,1,1,8057,12.85,70300,109,2697,3082,45,Non-Hispanic White,Female,25,TRUE
5493006RIR31ORKYB608,17140,OH,39017,39017014300,C,0,2,165000,89.33333,360,0,2,185000,1,113,45,2,35-44,No,1,1,4624,0.91,77000,111,1468,1751,44,Non-Hispanic White,Male,45,TRUE
549300FGXN1K3HLB1R50,12580,MD,24510,24510230200,C,3,1,315000,97,360,0,2,325000,1,80,41,1,25-34,No,1,2,2141,19.99,94900,132,581,1006,76,Non-Hispanic White,Female,41,TRUE
5493004P4H8ZQPCUJ047,19804,MI,26163,26163538200,C,1,2,345000,90,180,0,2,385000,1,201,20%-<30%,2,45-54,No,1,1,1975,83.9,55500,257,722,842,76,Non-Hispanic White,Female,25,TRUE
254900R61QS4BG30IS52,35084,NJ,34039,34039037900,NC,71,1,795000,78,360,0,2,1015000,1,270,20%-<30%,1,35-44,No,2,1,5740,18.73,100700,233,1706,1822,64,Non-Hispanic White,Male,25,TRUE
549300GKFNPRWNS0GF29,21660,OR,41039,41039004300,C,1,2,135000,80,360,0,2,165000,1,24,43,3,25-34,No,1,1,7171,28.06,64100,75,1600,2408,44,Non-Hispanic White,Male,43,TRUE
549300GRGZDEH4ZGQS06,33460,MN,27171,27171100204,C,6,2,255000,69.992,360,0,2,365000,1,74,30%-<36%,3,35-44,No,1,1,9260,8.41,93600,101,2367,2836,20,Non-Hispanic White,Female,33,TRUE
549300PL8ER6H23P0Z91,17820,CO,8041,8041005104,C,3,2,375000,95,360,0,2,385000,1,108,39,7,35-44,No,1,1,7728,27.46,77900,109,2111,2730,12,Non-Hispanic White,Male,39,TRUE
549300JYXTZDSPJEPI44,16974,IL,17197,17197880312,C,3,2,225000,90,360,0,2,265000,1,62,44,1,<25,No,2,2,9850,45.42,82400,233,2908,3019,13,Non-Hispanic White,Male,44,TRUE
549300T7AIY7RU1YDP31,24540,CO,8123,8123001416,C,0,2,355000,90,360,122,2,385000,1,87,36,1,>74,Yes,1,2,2256,21.54,82400,154,735,885,12,Non-Hispanic White,Male,36,TRUE
5493004LYTYKEPLX5T06,16580,IL,17019,17019010900,C,3,2,55000,95,360,0,2,65000,1,36,50%-60%,2,25-34,No,1,2,10004,8.3,79800,118,2794,3641,40,Non-Hispanic White,Male,55,TRUE
5493006RIR31ORKYB608,47664,MI,26099,26099222101,C,0,2,215000,95,360,0,2,235000,1,104,30%-<36%,8,45-54,No,1,1,5334,8.25,83200,61,1467,2022,20,Non-Hispanic White,Female,33,TRUE
549300REENMLD2RN3W58,12060,GA,13063,13063040608,C,1,2,345000,90,360,0,2,385000,1,74,46,2,55-64,No,1,1,11374,83.17,74400,99,2798,3934,14,Non-Hispanic Black,Female,46,TRUE
549300DMIVL13D62WX91,35614,NY,36085,36085014607,C,6,2,265000,85,360,0,2,315000,1,64,44,7,<25,No,2,2,4909,15.09,78000,126,1234,1515,39,Non-Hispanic White,Male,44,TRUE
5493000P7J1Z5GDHMV75,99999,MN,27021,27021960801,C,6,2,165000,79.902,360,0,2,205000,1,133,<20%,3,35-44,No,1,1,3579,1.87,69500,118,1317,2326,24,Non-Hispanic White,Female,15,TRUE
ZF85QS7OXKPBG52R7N18,33340,WI,55133,55133204502,C,0,2,165000,45.432,360,60,2,365000,1,157,20%-<30%,7,65-74,Yes,2,1,6246,1.86,77300,146,1896,2679,38,Non-Hispanic White,Female,25,TRUE
5493005XCKCOIX4JMI33,20100,DE,10001,10001040202,C,0,2,165000,90,360,0,2,185000,1,40,43,2,25-34,No,1,1,14528,37.35,70400,126,4228,5393,12,Non-Hispanic White,Male,43,TRUE
ZF85QS7OXKPBG52R7N18,20740,WI,55035,55035000600,C,1,2,65000,89.27,360,0,2,65000,1,36,<20%,1,<25,No,1,1,5201,16.34,72000,56,823,2064,76,Non-Hispanic White,Male,15,TRUE
